"","burglaries","population","unemployment","wealth"
"496",0,851,0.127591706539075,-0.550033214949713
"497",3,1191,0.0765661252900232,0.196498642153173
"498",1,415,0.0501792114695341,-1.2965650720526
"499",0,1107,0.148104265402844,0.0433639022346321
"500",2,599,0.0792291220556745,-1.11471756839933
"501",3,430,0.145631067961165,-1.2965650720526
"502",0,1233,0.0924170616113744,0.340062460826805
"503",2,550,0.160621761658031,-0.923299143501156
"504",1,769,0.031055900621118,-0.952011907235882
"505",1,623,0.0918163672654691,-1.02857927719515
"506",3,1124,0.216321243523316,-0.358614790051537
"507",2,1502,0.147619047619048,0.464484437010619
"508",3,1091,0.0826666666666667,0.474055358255528
"509",1,1076,0.0903010033444816,-0.636171506153892
"510",1,1470,0.0857142857142857,0.100789429704085
"511",0,714,0.110507246376812,-1.23913954458315
"512",1,1057,0.160692212608158,-0.100199916439
"513",0,630,0.212244897959184,-0.942440985990974
"514",0,373,0.151515151515152,-1.26785230831787
"515",1,1323,0.143266475644699,0.474055358255528
"516",1,1408,0.119796954314721,0.646331940663886
"517",0,1192,0.11443433029909,0.119931272193902
"518",1,850,0.125173852573018,-0.234192813867723
"519",0,1049,0.170765027322404,0.253924169622626
"520",1,620,0.100200400801603,-1.0764338834197
"521",1,742,0.144951140065147,0.0912185084591761
"522",3,804,0.106766917293233,-0.109770837683909
"523",0,120,0.521739130434783,-2.03352600791058
"524",2,910,0.161812297734628,-0.186338207643179
"525",1,698,0.154115586690018,-0.875444537276612
"526",0,578,0.0511363636363636,-1.27742322956278
"527",0,967,0.226356589147287,-0.138483601418635
"528",0,1217,0.127523910733262,1.0961652391746
"529",0,1093,0.144516129032258,0.119931272193902
"530",3,1077,0.32,0.263495090867534
"531",0,447,0.0226628895184136,-0.674455191133527
"532",1,466,0.118971061093248,-0.942440985990974
"533",0,1219,0.098122866894198,-0.626600584908983
"534",0,629,0.0839416058394161,-1.39227428450169
"535",0,1623,0.0854583046175052,0.253924169622626
"536",0,633,0.0343137254901961,-1.0764338834197
"537",0,1054,0.0949656750572082,-0.530891372459895
"538",0,768,0.0912220309810671,-0.550033214949713
"539",4,1882,0.107626514611547,2.12025381237984
"540",0,1069,0.080168776371308,-0.406469396276081
"541",6,902,0.110966057441253,-0.0810580739491822
"542",2,1671,0.127083333333333,1.54599853768531
"543",1,1330,0.256626506024096,-0.530891372459895
"544",1,2659,0.186609686609687,3.97701253389215
"545",0,1231,0.194379391100703,0.713328389378248
"546",2,1320,0.0948979591836735,0.483626279500437
"547",1,1149,0.179839633447881,0.244353248377717
"548",1,699,0.237037037037037,-0.856302694786794
"549",1,247,0.042654028436019,-1.90910403172676
"550",0,869,0.132100396301189,0.0912185084591761
"551",1,958,0.0646108663729809,-0.980724670970609
"552",0,588,0.0641711229946524,-0.741451639847889
